id,name,link,category,store,product_cluster_id,2023-07-30,2023-08-15,2023-08-28,2023-09-09,2023-09-24
70886,"Notebook Lenovo IP3 6305 4GB/256GB/15.6"" FullHD IPS/TPM/1.65Kg/DOS/Gray",https://www.anhoch.com/product/599269127/notebook-lenovo-ip3-6305-4gb256gb156-fullhd-ipstpm165kgdosgray,LAPTOP,Anhoch,LAPTOP369,13980.0,12980.0,12980.0,12980.0,12980.0
70887,"Notebook Lenovo IP3 6305 4GB/256GB/15.6"" FullHD AG 250N/DOS/ArcticGray",https://www.anhoch.com/product/599270232/notebook-lenovo-ip3-6305-4gb256gb156-fullhd-ag-250ndosarcticgray,LAPTOP,Anhoch,LAPTOP865,13980.0,12980.0,12980.0,12980.0,12980.0
70888,"Notebook Acer EX215 N4120 4GB/256GB SSD/GigaLAN/15.6"" FullHD IPS/DOS/Black",https://www.anhoch.com/product/599269414/notebook-acer-ex215-n4120-4gb256gb-ssdgigalan156-fullhd-ipsdosblack,LAPTOP,Anhoch,LAPTOP1116,14580.0,14580.0,14580.0,14580.0,14580.0
70889,"Notebook HP 250 G8 N4020 8GB/256GB/Intel UHD/15.6"" HD/RJ45/USB-C/DOS",https://www.anhoch.com/product/599270536/notebook-hp-250-g8-n4020-8gb256gbintel-uhd156-hdrj45usb-cdos,LAPTOP,Anhoch,LAPTOP635,14580.0,14580.0,14580.0,14580.0,14580.0
70890,"Notebook Acer EX215 N5100 4GB/256GB SSD/15.6"" FullHD IPS/GigaLAN/DOS/Black",https://www.anhoch.com/product/599269681/notebook-acer-ex215-n5100-4gb256gb-ssd156-fullhd-ipsgigalandosblack,LAPTOP,Anhoch,LAPTOP352,14780.0,14780.0,14780.0,14780.0,14780.0
70891,"Notebook Acer A315 A4-9120e 4GB/128GB SSD/15.6"" HD LED/GigaLAN/Black/DOS",https://www.anhoch.com/product/599268815/notebook-acer-a315-a4-9120e-4gb128gb-ssd156-hd-ledgigalanblackdos,LAPTOP,Anhoch,LAPTOP753,14980.0,14980.0,14980.0,14980.0,14980.0
70892,"Notebook Lenovo IP3 6305 8GB/256GB/15.6"" FullHD AD 250N/DOS/ArcticGray",https://www.anhoch.com/product/599270725/notebook-lenovo-ip3-6305-8gb256gb156-fullhd-ad-250ndosarcticgray,LAPTOP,Anhoch,LAPTOP264,15580.0,14780.0,14780.0,14780.0,14780.0
70893,"Notebook Acer EX215 N5100 8GB/256GB SSD/15.6"" FullHD IPS/GigaLAN/DOS/Black",https://www.anhoch.com/product/599271294/notebook-acer-ex215-n5100-8gb256gb-ssd156-fullhd-ipsgigalandosblack,LAPTOP,Anhoch,LAPTOP642,16480.0,16480.0,16480.0,16480.0,16480.0
70894,"Notebook Asus M515DA R3 3250U/4GB/256GB SSD/15.6"" FHD IPS/Backlit Kb/DOS",https://www.anhoch.com/product/599877560/notebook-asus-m515da-r3-3250u4gb256gb-ssd156-fhd-ipsbacklit-kbdos,LAPTOP,Anhoch,LAPTOP476,16980.0,16980.0,16980.0,16980.0,16980.0
70895,"Notebook HP 15s Ryzen3 5300U 4GB/256GB/GigaLAN/15.6"" FullHD/DOS",https://www.anhoch.com/product/599270563/notebook-hp-15s-ryzen3-5300u-4gb256gbgigalan156-fullhddos,LAPTOP,Anhoch,LAPTOP897,17380.0,17380.0,17380.0,17380.0,17380.0
70896,"Notebook Lenovo IP3 Pentium7505 4GB/256GB/15.6"" FullHD/DOS/UltraSlim/Gray",https://www.anhoch.com/product/599269542/notebook-lenovo-ip3-pentium7505-4gb256gb156-fullhddosultraslimgray,LAPTOP,Anhoch,LAPTOP214,18280.0,18280.0,18280.0,18280.0,18280.0
70897,"Notebook Lenovo IP3 Pentium 7505 4GB/256GB SSD/15.6"" FullHD TN AG/DOS",https://www.anhoch.com/product/599269726/notebook-lenovo-ip3-pentium-7505-4gb256gb-ssd156-fullhd-tn-agdos,LAPTOP,Anhoch,LAPTOP980,18280.0,18280.0,18280.0,18280.0,18280.0
70898,"Notebook Toshiba Dynabook Tecra A30 5205U/4GB/128GB SSD/13.3"" FHD LED/Win10Pro",https://www.anhoch.com/product/599873079/notebook-toshiba-dynabook-tecra-a30-5205u4gb128gb-ssd133-fhd-ledwin10pro,LAPTOP,Anhoch,LAPTOP527,18480.0,18480.0,16580.0,16580.0,16580.0
70899,"Notebook Lenovo IP3 i3-1115G4 4GB/256GB/15.6"" FullHD/1MP Cam/Arctic Gray/DOS",https://www.anhoch.com/product/599270213/notebook-lenovo-ip3-i3-1115g4-4gb256gb156-fullhd1mp-camarctic-graydos,LAPTOP,Anhoch,LAPTOP420,18580.0,18580.0,18580.0,18580.0,18580.0
70900,"Notebook Lenovo IP3 i3-1115G4 4GB/256GB/15.6"" FullHD/DOS/Sand",https://www.anhoch.com/product/599270708/notebook-lenovo-ip3-i3-1115g4-4gb256gb156-fullhddossand,LAPTOP,Anhoch,LAPTOP673,18580.0,18580.0,18580.0,18580.0,17580.0
70901,"Notebook HP 250 G8 i3-1005G1 4GB/256GB/15.6"" HD LED/GigaLAN/Type-C/DOS/Black",https://www.anhoch.com/product/599270656/notebook-hp-250-g8-i3-1005g1-4gb256gb156-hd-ledgigalantype-cdosblack,LAPTOP,Anhoch,LAPTOP788,18980.0,18980.0,16580.0,16580.0,16580.0
70902,"Notebook Lenovo IP3 Ryzen3 3250U 4GB/256GB SSD/15.6"" FullHD TN AG/DOS/ArcticGray",https://www.anhoch.com/product/599269725/notebook-lenovo-ip3-ryzen3-3250u-4gb256gb-ssd156-fullhd-tn-agdosarcticgray,LAPTOP,Anhoch,LAPTOP364,19180.0,19180.0,19180.0,19180.0,19180.0
70903,"Notebook Lenovo IP3 i3-1115G4 8GB/256GB/15.6"" FullHD/1MP Cam/Arctic Gray/DOS",https://www.anhoch.com/product/599271379/notebook-lenovo-ip3-i3-1115g4-8gb256gb156-fullhd1mp-camarctic-graydos,LAPTOP,Anhoch,LAPTOP601,19480.0,19480.0,19480.0,19480.0,19480.0
70904,"Notebook Lenovo IP3 i3-1115G4 8GB/256GB/15.6"" FullHD IPS/TPM/DOS/Sand",https://www.anhoch.com/product/599271346/notebook-lenovo-ip3-i3-1115g4-8gb256gb156-fullhd-ipstpmdossand,LAPTOP,Anhoch,LAPTOP923,19480.0,19480.0,19480.0,19480.0,17980.0
70905,"Notebook Lenovo IP3 i3-1115G4 8GB/256GB/15.6"" FullHD/DOS/Sand",https://www.anhoch.com/product/599271380/notebook-lenovo-ip3-i3-1115g4-8gb256gb156-fullhddossand,LAPTOP,Anhoch,LAPTOP85,19480.0,19480.0,19480.0,19480.0,19480.0
70906,"Notebook HP 14 i3-1005G1/4GB/128GB SSD/14"" HD Microedge LED/Win10/Silver",https://www.anhoch.com/product/599869330/notebook-hp-14-i3-1005g14gb128gb-ssd14-hd-microedge-ledwin10silver,LAPTOP,Anhoch,LAPTOP1029,19980.0,19980.0,19980.0,19980.0,19980.0
70907,"Notebook HP 250 G8 i3-1115G4 8GB/256GB SSD/15.6"" FullHD IPS/RJ45/Cam/3Cell/1.74Kg/DOS",https://www.anhoch.com/product/599269911/notebook-hp-250-g8-i3-1115g4-8gb256gb-ssd156-fullhd-ipsrj45cam3cell174kgdos,LAPTOP,Anhoch,LAPTOP205,19980.0,19980.0,19980.0,19980.0,19980.0
70908,"Notebook HP 15 i3-1115G4 4GB/256GB/15.6"" FullHD/GigaLAN/DOS/DarkGray",https://www.anhoch.com/product/599270579/notebook-hp-15-i3-1115g4-4gb256gb156-fullhdgigalandosdarkgray,LAPTOP,Anhoch,LAPTOP206,19980.0,19980.0,16980.0,16980.0,16980.0
70909,"Notebook Acer Aspire A315 Ryzen3 3250U 12GB/256GB SSD/GigaLAN/15.6"" FullHD IPS/DOS/Black",https://www.anhoch.com/product/599270807/notebook-acer-aspire-a315-ryzen3-3250u-12gb256gb-ssdgigalan156-fullhd-ipsdosblack,LAPTOP,Anhoch,LAPTOP605,19980.0,19980.0,19980.0,19980.0,19980.0
70910,"Notebook HP 250 G8 i3-1005G1 8GB/256GB/15.6"" HD LED/GigaLAN/Type-C/DOS/Black",https://www.anhoch.com/product/599270897/notebook-hp-250-g8-i3-1005g1-8gb256gb156-hd-ledgigalantype-cdosblack,LAPTOP,Anhoch,LAPTOP41,19980.0,19980.0,19980.0,19980.0,19980.0
70911,"Notebook HP 15s Ryzen3-5300U 8GB/256GB/GigaLAN/15.6"" FullHD/DOS",https://www.anhoch.com/product/599270578/notebook-hp-15s-ryzen3-5300u-8gb256gbgigalan156-fullhddos,LAPTOP,Anhoch,LAPTOP1009,20580.0,20580.0,20580.0,20580.0,20580.0
70912,"Notebook HP 15s Ryzen3 5300U/8GB/256GB/GigaLAN/15.6"" FullHD/DOS",https://www.anhoch.com/product/599270817/notebook-hp-15s-ryzen3-5300u8gb256gbgigalan156-fullhddos,LAPTOP,Anhoch,LAPTOP928,20580.0,20580.0,20580.0,20580.0,20580.0
70913,"Notebook Lenovo IdeaPad 1 Ryzen3 7320U/8GB/512GB SSD/15.6"" FHD/DOS",https://www.anhoch.com/product/599271256/notebook-lenovo-ideapad-1-ryzen3-7320u8gb512gb-ssd156-fhddos,LAPTOP,Anhoch,LAPTOP894,20880.0,20880.0,20880.0,20880.0,20480.0
70914,"Notebook Lenovo IP3 Ryzen3 5300U 4GB/256GB SSD/15.6"" FullHD/DOS/UltraSlim/Gray",https://www.anhoch.com/product/599269543/notebook-lenovo-ip3-ryzen3-5300u-4gb256gb-ssd156-fullhddosultraslimgray,LAPTOP,Anhoch,LAPTOP325,20980.0,20980.0,20980.0,20980.0,18980.0
70915,"Notebook Lenovo V15 G2 Ryzen3 5300U 4GB/256GB/15.6"" FullHD TN/GigaLAN/DOS/Black",https://www.anhoch.com/product/599270589/notebook-lenovo-v15-g2-ryzen3-5300u-4gb256gb156-fullhd-tngigalandosblack,LAPTOP,Anhoch,LAPTOP687,20980.0,20980.0,20980.0,20980.0,20980.0
70916,"Notebook Asus VivoBook 15 X1500EA i3-1115G4/8GB/256GB/15.6"" FHD IPS/Backlit KB/DOS",https://www.anhoch.com/product/599878163/notebook-asus-vivobook-15-x1500ea-i3-1115g48gb256gb156-fhd-ipsbacklit-kbdos,LAPTOP,Anhoch,LAPTOP549,20980.0,20980.0,20980.0,20980.0,20980.0
70917,"Notebook Lenovo IP3 i3-1115G4 8GB/512GB/15.6"" FullHD/DOS/Sand",https://www.anhoch.com/product/599270713/notebook-lenovo-ip3-i3-1115g4-8gb512gb156-fullhddossand,LAPTOP,Anhoch,LAPTOP1057,21580.0,21580.0,,,
70918,"Notebook HP 250 G9 i3-1215U 8GB/256GB/15.6"" FHD AG/Intel UHD/GigaLAN/Type-C/DOS/Dark Silver",https://www.anhoch.com/product/599270995/notebook-hp-250-g9-i3-1215u-8gb256gb156-fhd-agintel-uhdgigalantype-cdosdark-silver,LAPTOP,Anhoch,LAPTOP794,21580.0,21580.0,20980.0,20980.0,21580.0
70919,"Notebook HP 250 G9 i3-1215U 8GB/256GB/15.6"" FHD AG/Iris XE/GigaLAN/Type-C/DOS/Silver",https://www.anhoch.com/product/599271162/notebook-hp-250-g9-i3-1215u-8gb256gb156-fhd-agiris-xegigalantype-cdossilver,LAPTOP,Anhoch,LAPTOP1004,21580.0,21580.0,21580.0,21580.0,21580.0
70920,"Notebook Lenovo IP3 i3-1115G4 8GB/512GB/15.6"" FullHD/DOS/Blue",https://www.anhoch.com/product/599271232/notebook-lenovo-ip3-i3-1115g4-8gb512gb156-fullhddosblue,LAPTOP,Anhoch,LAPTOP950,21580.0,21580.0,21580.0,21580.0,21580.0
70921,"Notebook Lenovo IP3 Ryzen3 5300U 8GB/256GB SSD/15.6"" FullHD/DOS/UltraSlim/Gray",https://www.anhoch.com/product/599269544/notebook-lenovo-ip3-ryzen3-5300u-8gb256gb-ssd156-fullhddosultraslimgray,LAPTOP,Anhoch,LAPTOP1035,21980.0,21980.0,21980.0,21980.0,21980.0
70922,"Notebook Acer Aspire A315 Ryzen5 3500U 8GB/256GB SSD/GigaLAN/15.6"" FullHD/DOS/Black",https://www.anhoch.com/product/599270635/notebook-acer-aspire-a315-ryzen5-3500u-8gb256gb-ssdgigalan156-fullhddosblack,LAPTOP,Anhoch,LAPTOP752,21980.0,21980.0,21980.0,20980.0,20980.0
70923,"Notebook HP 15s Ryzen5 5500U 8GB/256GB/GigaLAN/15.6"" FullHD/DOS",https://www.anhoch.com/product/599270759/notebook-hp-15s-ryzen5-5500u-8gb256gbgigalan156-fullhddos,LAPTOP,Anhoch,LAPTOP283,22580.0,22580.0,22580.0,22580.0,22580.0
70924,"Notebook HP 15s i3-1215U 8GB/256GB/15.6"" FHD AG/Intel UHD/GigaLAN/Type-C/DOS/Blue",https://www.anhoch.com/product/599271172/notebook-hp-15s-i3-1215u-8gb256gb156-fhd-agintel-uhdgigalantype-cdosblue,LAPTOP,Anhoch,LAPTOP97,22580.0,22580.0,22580.0,22580.0,22580.0
70925,"Notebook Lenovo V15 G3 i3-1215U/8GB/256GB SSD/15.6"" FHD/DOS",https://www.anhoch.com/product/599878631/notebook-lenovo-v15-g3-i3-1215u8gb256gb-ssd156-fhddos,LAPTOP,Anhoch,LAPTOP1063,22980.0,22980.0,22980.0,22980.0,22980.0
70926,"Notebook Asus ExpertBook B1500CEAE i3-1115G4/8GB/256GB/15.6"" FHD IPS/Backlit KB/Win10Pro",https://www.anhoch.com/product/599879064/notebook-asus-expertbook-b1500ceae-i3-1115g48gb256gb156-fhd-ipsbacklit-kbwin10pro,LAPTOP,Anhoch,LAPTOP86,22980.0,22980.0,22980.0,22980.0,22980.0
70927,"Notebook HP 15 Ryzen3 7320U/8GB/512GB/15.6"" FullHD IPS/DOS/Silver",https://www.anhoch.com/product/599271438/notebook-hp-15-ryzen3-7320u8gb512gb156-fullhd-ipsdossilver,LAPTOP,Anhoch,LAPTOP487,22980.0,22980.0,22980.0,22980.0,22980.0
70928,"Notebook Acer EX215 Ryzen5 3500U 8GB/256GB SSD/15.6"" FullHD/Cam/RJ45/Linux",https://www.anhoch.com/product/599269880/notebook-acer-ex215-ryzen5-3500u-8gb256gb-ssd156-fullhdcamrj45linux,LAPTOP,Anhoch,LAPTOP455,23580.0,23580.0,23580.0,21980.0,21980.0
70929,"Notebook HP 255 G9 Ryzen5 5625U/8GB/512GB SSD/15.6"" FHD 250N/DOS",https://www.anhoch.com/product/599271171/notebook-hp-255-g9-ryzen5-5625u8gb512gb-ssd156-fhd-250ndos,LAPTOP,Anhoch,LAPTOP859,23580.0,23580.0,22980.0,22980.0,23580.0
70930,"[OUTLET] Notebook Dell Latitude 5490 i5-8350U/8GB/256GB/14"" FHD Touch/BacklitKB/Win10Pro",https://www.anhoch.com/product/599877481/outlet-notebook-dell-latitude-5490-i5-8350u8gb256gb14-fhd-touchbacklitkbwin10pro,LAPTOP,Anhoch,LAPTOP888,23980.0,23980.0,,,
70931,"Notebook Lenovo IdeaPad 1 Ryzen5 7520U/8GB/512GB SSD/15.6"" FHD/DOS",https://www.anhoch.com/product/599270997/notebook-lenovo-ideapad-1-ryzen5-7520u8gb512gb-ssd156-fhddos,LAPTOP,Anhoch,LAPTOP230,23980.0,23980.0,23480.0,23480.0,22880.0
70932,"Notebook HP 14s Ryzen3 5300U 8GB/256GB SSD/14"" FullHD IPS/DOS/Snowflake White",https://www.anhoch.com/product/599270952/notebook-hp-14s-ryzen3-5300u-8gb256gb-ssd14-fullhd-ipsdossnowflake-white,LAPTOP,Anhoch,LAPTOP282,24180.0,24180.0,24180.0,24180.0,24180.0
70933,"Notebook HP 14s i3-1215U 8GB/256GB SSD/14"" HD AG/DOS/Snowflake White",https://www.anhoch.com/product/599271302/notebook-hp-14s-i3-1215u-8gb256gb-ssd14-hd-agdossnowflake-white,LAPTOP,Anhoch,LAPTOP714,24180.0,24180.0,24180.0,24180.0,24180.0
70934,"Notebook HP 15s Ryzen5 5500U 8GB/512GB/GigaLAN/15.6"" FullHD/DOS/Jet Black",https://www.anhoch.com/product/599270953/notebook-hp-15s-ryzen5-5500u-8gb512gbgigalan156-fullhddosjet-black,LAPTOP,Anhoch,LAPTOP845,24680.0,24680.0,24680.0,24680.0,24680.0
70935,"Notebook Lenovo IP3 i5-1155G7 8GB/256GB/15.6"" FullHD/TPM/DOS/Grey",https://www.anhoch.com/product/599271040/notebook-lenovo-ip3-i5-1155g7-8gb256gb156-fullhdtpmdosgrey,LAPTOP,Anhoch,LAPTOP340,25480.0,25480.0,25480.0,25480.0,25480.0
70936,"Notebook Lenovo V15 G2 Ryzen5 5500U/8GB/512GB/15.6"" FHD/Win11/Black",https://www.anhoch.com/product/599879003/notebook-lenovo-v15-g2-ryzen5-5500u8gb512gb156-fhdwin11black,LAPTOP,Anhoch,LAPTOP908,25980.0,25980.0,25980.0,25980.0,25980.0
70937,"Notebook Asus VivoBook 15 X1500EA i5-1135G7/8GB/512GB/15.6"" FHD IPS/Backlit KB/DOS",https://www.anhoch.com/product/599877827/notebook-asus-vivobook-15-x1500ea-i5-1135g78gb512gb156-fhd-ipsbacklit-kbdos,LAPTOP,Anhoch,LAPTOP626,26480.0,26480.0,26480.0,26480.0,26480.0
70938,"Notebook Lenovo IP3 i5-1155G7 8GB/512GB/15.6"" FullHD IPS/TPM/DOS/Grey",https://www.anhoch.com/product/599270706/notebook-lenovo-ip3-i5-1155g7-8gb512gb156-fullhd-ipstpmdosgrey,LAPTOP,Anhoch,LAPTOP145,26580.0,26580.0,26580.0,26580.0,
70939,"Notebook Lenovo IP3 Ryzen5 5625U 16GB/512GB/15.6"" FullHD IPS/DOS/MistyBlue",https://www.anhoch.com/product/599271347/notebook-lenovo-ip3-ryzen5-5625u-16gb512gb156-fullhd-ipsdosmistyblue,LAPTOP,Anhoch,LAPTOP70,26580.0,26580.0,26580.0,26580.0,26580.0
70940,"Notebook Lenovo IP3 i5-1155G7 8GB/512GB/15.6"" FullHD AG 250/TPM/DOS/Grey",https://www.anhoch.com/product/599271410/notebook-lenovo-ip3-i5-1155g7-8gb512gb156-fullhd-ag-250tpmdosgrey,LAPTOP,Anhoch,LAPTOP95,26580.0,26580.0,26580.0,,
70941,"Notebook Lenovo IP3 Ryzen7 3700U 8GB/512GB/15.6"" FullHD IPS/Arctic Gray/DOS",https://www.anhoch.com/product/599270214/notebook-lenovo-ip3-ryzen7-3700u-8gb512gb156-fullhd-ipsarctic-graydos,LAPTOP,Anhoch,LAPTOP302,27980.0,27980.0,27980.0,27980.0,27980.0
70942,"Notebook HP 250 G9 i5-1235U 8GB/256GB/15.6"" FHD AG/Iris XE/GigaLAN/Type-C/DOS/Dark Silver",https://www.anhoch.com/product/599271075/notebook-hp-250-g9-i5-1235u-8gb256gb156-fhd-agiris-xegigalantype-cdosdark-silver,LAPTOP,Anhoch,LAPTOP695,27980.0,27980.0,27980.0,27980.0,27980.0
70943,"Notebook HP 250 G9 i5-1235U 8GB/512GB/15.6"" FHD AG/Iris XE/GigaLAN/Type-C/DOS/Dark Silver",https://www.anhoch.com/product/599271224/notebook-hp-250-g9-i5-1235u-8gb512gb156-fhd-agiris-xegigalantype-cdosdark-silver,LAPTOP,Anhoch,LAPTOP853,28480.0,28480.0,28480.0,28480.0,28480.0
70944,"Notebook Dell Vostro 3515 Ryzen5 3450U 8GB/256GB SSD/Vega8/15.6"" FullHD/BacklitKB/Ubuntu",https://www.anhoch.com/product/599269607/notebook-dell-vostro-3515-ryzen5-3450u-8gb256gb-ssdvega8156-fullhdbacklitkbubuntu,LAPTOP,Anhoch,LAPTOP73,28580.0,28580.0,28580.0,28580.0,28580.0
70945,"Notebook HP 15 Ryzen5 7520U/16GB/512GB SSD/15.6"" FHD IPS AG 250nits/DOS/Natural Silver",https://www.anhoch.com/product/599271450/notebook-hp-15-ryzen5-7520u16gb512gb-ssd156-fhd-ips-ag-250nitsdosnatural-silver,LAPTOP,Anhoch,LAPTOP756,28580.0,28580.0,28580.0,28580.0,28580.0
70946,"Notebook Lenovo IP3 i5-1135G7 8GB/512GB/17.3"" HD+ TN/TPM/Gray/DOS",https://www.anhoch.com/product/599270712/notebook-lenovo-ip3-i5-1135g7-8gb512gb173-hd-tntpmgraydos,LAPTOP,Anhoch,LAPTOP160,28980.0,28980.0,28980.0,28980.0,28980.0
70947,"Notebook Lenovo V15 G3 Ryzen5 5625U 8GB/512GB SSD/15.6"" FullHD TN/GigaLAN/DOS/Black",https://www.anhoch.com/product/599879659/notebook-lenovo-v15-g3-ryzen5-5625u-8gb512gb-ssd156-fullhd-tngigalandosblack,LAPTOP,Anhoch,LAPTOP593,29980.0,29980.0,29980.0,29980.0,29980.0
70948,"Notebook HP 15s i5-1235U/8GB/512GB SSD/15.6"" FHD SVA AG 250nits/DOS/Snowflake White",https://www.anhoch.com/product/599271339/notebook-hp-15s-i5-1235u8gb512gb-ssd156-fhd-sva-ag-250nitsdossnowflake-white,LAPTOP,Anhoch,LAPTOP646,30580.0,30580.0,30580.0,30580.0,30580.0
70949,"Notebook Dell 3525 Ryzen5 5625U/8GB/512GB SSD/15.6"" FHD 120Hz/DOS",https://www.anhoch.com/product/599878161/notebook-dell-3525-ryzen5-5625u8gb512gb-ssd156-fhd-120hzdos,LAPTOP,Anhoch,LAPTOP311,30980.0,30980.0,29980.0,29980.0,30980.0
70950,"Notebook Asus VivoBook 17X i3-1220P/8GB/512GB SSD/17.3"" FHD IPS/Backlit KB/Win11",https://www.anhoch.com/product/599879154/notebook-asus-vivobook-17x-i3-1220p8gb512gb-ssd173-fhd-ipsbacklit-kbwin11,LAPTOP,Anhoch,LAPTOP616,30980.0,30980.0,30980.0,30980.0,
70951,"Notebook HP 15 i5-1235U/8GB/256GB SSD/15.6"" FHD SVA AG 250nits/DOS/Chalkboard Gray",https://www.anhoch.com/product/599271449/notebook-hp-15-i5-1235u8gb256gb-ssd156-fhd-sva-ag-250nitsdoschalkboard-gray,LAPTOP,Anhoch,LAPTOP960,30980.0,30980.0,30980.0,30980.0,30980.0
70952,"Notebook HP 15s i5-1235U/16GB/512GB SSD/15.6"" FHD SVA AG 250nits/DOS/Silver",https://www.anhoch.com/product/599271409/notebook-hp-15s-i5-1235u16gb512gb-ssd156-fhd-sva-ag-250nitsdossilver,LAPTOP,Anhoch,LAPTOP835,31580.0,31580.0,31580.0,31580.0,31580.0
70953,"Notebook Lenovo IP3 Ryzen7 5700U 12GB/512GB SSD/15.6"" FullHD/DOS/UltraSlim/Gray",https://www.anhoch.com/product/599269547/notebook-lenovo-ip3-ryzen7-5700u-12gb512gb-ssd156-fullhddosultraslimgray,LAPTOP,Anhoch,LAPTOP252,32580.0,32580.0,32580.0,32580.0,32580.0
70954,"Notebook Dell Vostro 3510 i5-1135G7 8GB/256GB SSD/Intel Iris Xe/15.6"" FullHD/BacklitKB/3Cell/Linux",https://www.anhoch.com/product/599269442/notebook-dell-vostro-3510-i5-1135g7-8gb256gb-ssdintel-iris-xe156-fullhdbacklitkb3celllinux,LAPTOP,Anhoch,LAPTOP665,32980.0,32980.0,32980.0,32980.0,32980.0
70955,"Notebook Huawei MateBook D15 i5-1135G7 8GB/512GB/15.6"" FullHD/Win11Home",https://www.anhoch.com/product/599270135/notebook-huawei-matebook-d15-i5-1135g7-8gb512gb156-fullhdwin11home,LAPTOP,Anhoch,LAPTOP153,32980.0,27980.0,24980.0,,
70956,"Notebook Lenovo V15 G2 Ryzen7 5700U 8GB/512GB/15.6"" FHD/DOS/Black",https://www.anhoch.com/product/599878629/notebook-lenovo-v15-g2-ryzen7-5700u-8gb512gb156-fhddosblack,LAPTOP,Anhoch,LAPTOP1111,32980.0,32980.0,32980.0,32980.0,30980.0
70957,"Notebook Lenovo IP3 i5-1235U 16GB/512GB/15.6"" FullHD IPS/Grey/DOS",https://www.anhoch.com/product/599270620/notebook-lenovo-ip3-i5-1235u-16gb512gb156-fullhd-ipsgreydos,LAPTOP,Anhoch,LAPTOP175,33580.0,33580.0,33580.0,33580.0,33580.0
70958,"Notebook Dell Vostro 3510 i5-1135G7 8GB/512GB SSD/Intel UHD/15.6"" FullHD/BacklitKB/3Cell/Linux",https://www.anhoch.com/product/599270768/notebook-dell-vostro-3510-i5-1135g7-8gb512gb-ssdintel-uhd156-fullhdbacklitkb3celllinux,LAPTOP,Anhoch,LAPTOP307,33580.0,33580.0,29980.0,29980.0,29980.0
